p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.72E-160	0.202605970547059	0.245	0.086	5.66E-156	Goblet Cells	BSPRY
9.02E-125	0.202574749350338	0.209	0.071	2.96E-120	Goblet Cells	PKP3
2.18E-161	0.202545467977263	0.556	0.341	7.17E-157	Goblet Cells	COX7A2
1.54E-196	0.202379924231117	0.281	0.098	5.06E-192	Goblet Cells	NAGK
8.07E-170	0.202361014294359	0.361	0.162	2.65E-165	Goblet Cells	ABCF1
5.03E-88	0.201931923481843	0.271	0.132	1.65E-83	Goblet Cells	ASCC3
4.29E-154	0.201807760980597	0.235	0.083	1.41E-149	Goblet Cells	C1orf122
3.18E-147	0.201667298179821	0.251	0.094	1.04E-142	Goblet Cells	LRRC59
9.31E-183	0.201611109134774	0.3	0.117	3.06E-178	Goblet Cells	JPT1
1.07E-144	0.201284131453534	0.341	0.156	3.53E-140	Goblet Cells	MPHOSPH8
1.44E-118	0.201031252794019	0.264	0.111	4.72E-114	Goblet Cells	PTPRK
1.61E-155	0.200851430473035	0.375	0.176	5.28E-151	Goblet Cells	MIA2
7.73E-150	0.200827865262	0.155	0.036	2.54E-145	Goblet Cells	SLITRK6
2.53E-148	0.200753767859407	0.366	0.174	8.32E-144	Goblet Cells	DICER1
1.13E-136	0.200639739474604	0.264	0.104	3.71E-132	Goblet Cells	FAR1
1.84E-124	0.20060258589803	0.284	0.122	6.06E-120	Goblet Cells	USF2
6.6E-152	0.200285297828612	0.331	0.149	2.17E-147	Goblet Cells	BRI3
2.02E-136	0.200014704157673	0.394	0.2	6.64E-132	Goblet Cells	ZC3H13
4.44E-130	0.199752318027195	0.399	0.207	1.46E-125	Goblet Cells	ZNF292
3.73E-134	0.199670377432331	0.475	0.265	1.23E-129	Goblet Cells	N4BP2L2
9.26E-160	0.199638845568296	0.515	0.286	3.04E-155	Goblet Cells	ILF3
4.57E-131	0.199512007911719	0.366	0.18	1.5E-126	Goblet Cells	PTPN3
6.31E-89	0.199493857608241	0.189	0.074	2.08E-84	Goblet Cells	ACAP3
9.53E-189	0.199486365693631	0.336	0.14	3.13E-184	Goblet Cells	TXNDC17
1.07E-165	0.199353929492373	0.546	0.308	3.52E-161	Goblet Cells	HNRNPDL
5.96E-90	0.1993009496314	0.248	0.114	1.96E-85	Goblet Cells	PCGF3
8.95E-204	0.199260212158939	0.166	0.032	2.94E-199	Goblet Cells	NKX3-1
9.13E-122	0.199104589047935	0.148	0.039	3E-117	Goblet Cells	OSBPL7
2.58E-153	0.19906186343487	0.328	0.147	8.47E-149	Goblet Cells	STT3B
1.07E-139	0.199046881806328	0.424	0.222	3.53E-135	Goblet Cells	DYNC1LI2
1.16E-150	0.198423329606542	0.241	0.085	3.82E-146	Goblet Cells	TNFRSF1A
3.05E-169	0.198407212934386	0.542	0.302	1E-164	Goblet Cells	PRPF4B
8.17E-143	0.198151332852447	0.351	0.17	2.68E-138	Goblet Cells	EPRS
2.95E-176	0.197918845714065	0.382	0.18	9.69E-172	Goblet Cells	HNRNPAB
1.37E-270	0.197707398802189	0.413	0.164	4.51E-266	Goblet Cells	ERBB3
1.38E-39	0.197587632648232	0.184	0.1	4.54E-35	Goblet Cells	MT2A
8.28E-149	0.197281867598342	0.425	0.224	2.72E-144	Goblet Cells	UGP2
4.04E-156	0.196613646929159	0.372	0.179	1.33E-151	Goblet Cells	NDUFB4
4.54E-176	0.196522158024278	0.545	0.301	1.49E-171	Goblet Cells	ANKRD12
1.94E-153	0.196496872316978	0.421	0.219	6.38E-149	Goblet Cells	ARPC3
4.72E-139	0.196472692970845	0.302	0.132	1.55E-134	Goblet Cells	KLHDC2
2.6E-104	0.196403183741164	0.224	0.091	8.54E-100	Goblet Cells	FAM193B
6.63E-120	0.196351909495173	0.28	0.125	2.18E-115	Goblet Cells	EFEMP1
8.49E-89	0.196008735094699	0.154	0.053	2.79E-84	Goblet Cells	F2R
4.4E-111	0.195946161956149	0.234	0.095	1.45E-106	Goblet Cells	SPTBN2
5.48E-150	0.195756822844583	0.203	0.063	1.8E-145	Goblet Cells	FCHSD2
1.53E-112	0.195519096861491	0.31	0.148	5.04E-108	Goblet Cells	RBM33
1.57E-146	0.195307549107612	0.352	0.179	5.16E-142	Goblet Cells	MDH2
1.12E-111	0.195144004991386	0.164	0.049	3.68E-107	Goblet Cells	PGAP3
4.31E-98	0.195055744424691	0.312	0.156	1.42E-93	Goblet Cells	SMAD3
9.55E-79	0.194961114418473	0.139	0.044	3.14E-74	Goblet Cells	BX255925.3
4.53E-115	0.194832608330929	0.201	0.072	1.49E-110	Goblet Cells	CAMSAP2
9.75E-46	0.194676472415569	0.284	0.172	3.2E-41	Goblet Cells	DUOXA1
1.74E-86	0.194582610226087	0.152	0.053	5.71E-82	Goblet Cells	ATAD2
2.76E-157	0.194271332898505	0.393	0.192	9.08E-153	Goblet Cells	IKZF2
6.35E-158	0.194270961234756	0.364	0.174	2.09E-153	Goblet Cells	AP2M1
1.82E-132	0.194268435982952	0.331	0.155	5.98E-128	Goblet Cells	STAT2
4.01E-197	0.194227993100211	0.24	0.075	1.32E-192	Goblet Cells	VSIR
5.86E-131	0.194135892422664	0.304	0.137	1.93E-126	Goblet Cells	FRYL
2.19E-114	0.194119541587626	0.226	0.088	7.19E-110	Goblet Cells	ARHGEF37
1.29E-273	0.194075343719439	0.185	0.032	4.25E-269	Goblet Cells	FBLN1
1.91E-133	0.194054085484344	0.193	0.059	6.26E-129	Goblet Cells	C16orf58
3.74E-95	0.193931754418279	0.246	0.11	1.23E-90	Goblet Cells	CPSF1
1.32E-205	0.193830985956887	0.563	0.32	4.33E-201	Goblet Cells	RPS23
2.28E-140	0.193815175667032	0.366	0.176	7.51E-136	Goblet Cells	DHX36
2.16E-121	0.193803682818627	0.297	0.135	7.1E-117	Goblet Cells	TRIM22
1.64E-147	0.19380073688693	0.245	0.091	5.4E-143	Goblet Cells	ERMP1
3.92E-154	0.193729768738971	0.728	0.49	1.29E-149	Goblet Cells	ACTG1
9.24E-139	0.193654191864643	0.244	0.093	3.04E-134	Goblet Cells	DUSP23
4.33E-173	0.193609298259014	0.153	0.029	1.42E-168	Goblet Cells	VGLL1
7.08E-146	0.193595423961022	0.451	0.24	2.33E-141	Goblet Cells	SRRM1
2.38E-139	0.193580957273427	0.385	0.192	7.83E-135	Goblet Cells	ZBTB7A
4.51E-158	0.193427955677749	0.198	0.057	1.48E-153	Goblet Cells	OXCT1
2.25E-169	0.193391530893535	0.199	0.057	7.4E-165	Goblet Cells	MCF2L
1.39E-121	0.193389696056651	0.539	0.331	4.58E-117	Goblet Cells	TPR
8.97E-130	0.193326998992038	0.366	0.182	2.95E-125	Goblet Cells	BRD4
1.28E-125	0.193267602744507	0.19	0.061	4.22E-121	Goblet Cells	RNASEL
7.57E-178	0.193263208835352	0.125	0.018	2.49E-173	Goblet Cells	TNFRSF18
3.91E-145	0.193168100624374	0.245	0.09	1.29E-140	Goblet Cells	SMAP1
1.5E-155	0.193123387779068	0.286	0.116	4.94E-151	Goblet Cells	TMEM9B
4.12E-151	0.193085573637223	0.389	0.189	1.35E-146	Goblet Cells	PPP1R12A
4.34E-210	0.19308506449032	0.298	0.108	1.43E-205	Goblet Cells	SDCBP2
1.42E-122	0.192932850319144	0.226	0.085	4.68E-118	Goblet Cells	BTBD6
4.48E-143	0.1925597842125	0.344	0.161	1.47E-138	Goblet Cells	UBE2K
1.94E-183	0.192540236863386	0.449	0.232	6.39E-179	Goblet Cells	NDUFB2
6.71E-161	0.192499300943755	0.276	0.106	2.21E-156	Goblet Cells	MRPS15
3.69E-144	0.192393562660936	0.247	0.093	1.21E-139	Goblet Cells	AP2S1
9.46E-162	0.192298586004692	0.501	0.274	3.11E-157	Goblet Cells	NIPBL
2.33E-94	0.192198118742426	0.119	0.028	7.66E-90	Goblet Cells	FOXQ1
3.34E-150	0.192018698013558	0.292	0.125	1.1E-145	Goblet Cells	SRP72
9.94E-142	0.191923580461112	0.32	0.145	3.27E-137	Goblet Cells	ZC3H15
2.45E-140	0.191737312138334	0.448	0.242	8.04E-136	Goblet Cells	PHF3
2.91E-135	0.191658563409593	0.371	0.188	9.57E-131	Goblet Cells	UQCRC1
5.43E-121	0.19154998100173	0.318	0.151	1.79E-116	Goblet Cells	ESRRA
5.43E-240	0.191549761815855	0.194	0.041	1.79E-235	Goblet Cells	GPRC5B
1.19E-136	0.191466017137039	0.313	0.144	3.9E-132	Goblet Cells	PUF60
2.14E-175	0.191453782519418	0.418	0.209	7.03E-171	Goblet Cells	SERBP1
5.18E-115	0.191287498895742	0.275	0.125	1.7E-110	Goblet Cells	CLDN1
4.12E-138	0.191222397112347	0.322	0.149	1.35E-133	Goblet Cells	HDAC1
2.21E-130	0.191076567281664	0.319	0.151	7.26E-126	Goblet Cells	C19orf53
5.05E-70	0.191067304403175	0.256	0.134	1.66E-65	Goblet Cells	MAPK8IP3
1.18E-149	0.190927088639216	0.394	0.202	3.89E-145	Goblet Cells	DYNLL2
4.53E-183	0.190844315472607	0.549	0.33	1.49E-178	Goblet Cells	RPL27
8.43E-224	0.190586455214905	0.224	0.058	2.77E-219	Goblet Cells	MPST
6.37E-123	0.190367807935218	0.323	0.155	2.09E-118	Goblet Cells	PTOV1
3.03E-133	0.190337979017306	0.229	0.084	9.96E-129	Goblet Cells	ZBTB7C
2.45E-129	0.190222135890668	0.382	0.198	8.07E-125	Goblet Cells	ERLEC1
7.54E-128	0.190063452333065	0.337	0.161	2.48E-123	Goblet Cells	TTC17
1.97E-152	0.190051385260312	0.247	0.09	6.47E-148	Goblet Cells	ATOX1
4.45E-143	0.190043578752377	0.367	0.177	1.46E-138	Goblet Cells	NSD1
6.77E-137	0.190024316150811	0.278	0.116	2.23E-132	Goblet Cells	RBFOX2
2.88E-121	0.189809188924266	0.309	0.144	9.47E-117	Goblet Cells	SNX6
6.37E-191	0.189706356647465	0.187	0.044	2.09E-186	Goblet Cells	IFRD2
7.11E-114	0.18962543447393	0.302	0.143	2.34E-109	Goblet Cells	ERC1
3.29E-138	0.189416647559128	0.271	0.111	1.08E-133	Goblet Cells	MEIS1
1.8E-66	0.189338727561117	0.266	0.14	5.91E-62	Goblet Cells	PLEKHA7
2.18E-177	0.189332265255135	0.316	0.131	7.17E-173	Goblet Cells	DSG2
1.21E-161	0.189261921657562	0.204	0.061	3.96E-157	Goblet Cells	PITPNM3
3.06E-127	0.189234637835936	0.312	0.146	1.01E-122	Goblet Cells	NAA50
3.87E-116	0.18906579378706	0.421	0.234	1.27E-111	Goblet Cells	YTHDC1
1.55E-103	0.189058147202331	0.301	0.148	5.08E-99	Goblet Cells	HERC1
2.66E-104	0.188688516885945	0.276	0.129	8.75E-100	Goblet Cells	RHOT2
1.36E-124	0.188681462416959	0.334	0.161	4.47E-120	Goblet Cells	ZNF91
8.69E-205	0.188515808250459	0.475	0.246	2.86E-200	Goblet Cells	RPS2
2.94E-129	0.188431361378446	0.33	0.156	9.65E-125	Goblet Cells	ZNF326
3.83E-109	0.18839174203562	0.209	0.079	1.26E-104	Goblet Cells	MBD6
1.04E-132	0.18832248113316	0.235	0.088	3.43E-128	Goblet Cells	CAB39L
1.74E-123	0.18823568066211	0.418	0.227	5.73E-119	Goblet Cells	RBM6
0	0.187864125799534	0.384	0.132	0	Goblet Cells	SPINT1
3.68E-181	0.187846965225361	0.301	0.118	1.21E-176	Goblet Cells	AHR
3.17E-145	0.187843617815315	0.304	0.133	1.04E-140	Goblet Cells	NDUFS2
2.37E-174	0.187799583673788	0.302	0.119	7.79E-170	Goblet Cells	GAN
9.53E-133	0.187727660594109	0.253	0.1	3.13E-128	Goblet Cells	MPHOSPH10
1.89E-145	0.187242767394129	0.199	0.063	6.21E-141	Goblet Cells	TMEM260
3.31E-169	0.18715171802232	0.395	0.187	1.09E-164	Goblet Cells	NFIB
3.41E-141	0.187083212488625	0.423	0.225	1.12E-136	Goblet Cells	REEP5
8.13E-173	0.187053305498301	0.218	0.067	2.67E-168	Goblet Cells	MRPS18A
1.95E-138	0.186850233001677	0.368	0.18	6.41E-134	Goblet Cells	USP15
1.67E-164	0.186377039564904	0.248	0.089	5.47E-160	Goblet Cells	MRPL27
5.62E-158	0.186315717777311	0.276	0.108	1.85E-153	Goblet Cells	EIF3J
1.26E-160	0.18614497445228	0.462	0.246	4.13E-156	Goblet Cells	DDR1
7.87E-273	0.185994000591994	0.524	0.254	2.59E-268	Goblet Cells	RPL12
7.56E-123	0.185799508656898	0.294	0.134	2.48E-118	Goblet Cells	AKR1C3
3.61E-160	0.185754696540239	0.541	0.31	1.19E-155	Goblet Cells	TRIP12
7.6E-150	0.185746623311616	0.178	0.048	2.5E-145	Goblet Cells	GMPPA
3.32E-132	0.185605600452626	0.23	0.086	1.09E-127	Goblet Cells	ALAD
4.44E-175	0.185391993658743	0.598	0.367	1.46E-170	Goblet Cells	COX7C
3.07E-154	0.185352182850903	0.34	0.154	1.01E-149	Goblet Cells	TJP1
1.34E-163	0.1852944200128	0.411	0.213	4.41E-159	Goblet Cells	UQCR10
9.12E-138	0.185004018323875	0.343	0.164	3E-133	Goblet Cells	ELOVL5
6.47E-136	0.184770832387492	0.285	0.122	2.13E-131	Goblet Cells	PSMD13
6.84E-139	0.184609053272242	0.347	0.17	2.25E-134	Goblet Cells	NDUFB9
6.87E-184	0.184455807233555	0.169	0.038	2.26E-179	Goblet Cells	MLLT3
9.67E-140	0.18443783563	0.171	0.047	3.18E-135	Goblet Cells	SLC8B1
2.66E-156	0.184360035465814	0.256	0.097	8.73E-152	Goblet Cells	NHP2
3.37E-140	0.18428374834504	0.25	0.097	1.11E-135	Goblet Cells	DNAJC13
2.99E-191	0.184257264013786	0.641	0.39	9.83E-187	Goblet Cells	NCL
4.69E-117	0.18413811093201	0.231	0.091	1.54E-112	Goblet Cells	SMARCD2
6.43E-81	0.184115023036657	0.178	0.07	2.11E-76	Goblet Cells	NTN1
2.23E-110	0.184045824188786	0.248	0.105	7.33E-106	Goblet Cells	ARRDC1
6.64E-63	0.183991340441992	0.245	0.128	2.18E-58	Goblet Cells	DOCK1
7.96E-108	0.183979304226011	0.455	0.269	2.62E-103	Goblet Cells	PLEKHA5
2.18E-105	0.183913661932572	0.234	0.098	7.16E-101	Goblet Cells	ICK
2.62E-86	0.183904478039492	0.248	0.12	8.6E-82	Goblet Cells	ZNF83
4.91E-196	0.183864041108354	0.202	0.053	1.61E-191	Goblet Cells	CAV2
5.02E-139	0.183758188446076	0.206	0.07	1.65E-134	Goblet Cells	EPSTI1
5.02E-131	0.183636945274751	0.484	0.276	1.65E-126	Goblet Cells	OGA
3.34E-166	0.183502192713295	0.589	0.351	1.1E-161	Goblet Cells	SEC62
1.12E-78	0.182706582273005	0.238	0.114	3.67E-74	Goblet Cells	TUBGCP6
8.73E-93	0.182639508158818	0.113	0.028	2.87E-88	Goblet Cells	LRRN1
7.25E-139	0.182616309407287	0.752	0.529	2.38E-134	Goblet Cells	MYL6
1.9E-94	0.182607090928539	0.209	0.086	6.23E-90	Goblet Cells	GGA3
2.25E-79	0.182606514384661	0.2	0.087	7.41E-75	Goblet Cells	INPPL1
7.04E-95	0.18245137943852	0.183	0.067	2.31E-90	Goblet Cells	AC020978.5
4.43E-82	0.182415747663724	0.213	0.095	1.46E-77	Goblet Cells	MYO18A
2.37E-136	0.182356646821471	0.264	0.107	7.8E-132	Goblet Cells	STX4
3.36E-136	0.182349015117985	0.319	0.147	1.11E-131	Goblet Cells	NFIC
1.82E-173	0.182006081148853	0.201	0.057	5.98E-169	Goblet Cells	MBD3
4.54E-151	0.181908349659898	0.202	0.063	1.49E-146	Goblet Cells	TMEM214
1.32E-118	0.181609270804997	0.181	0.06	4.33E-114	Goblet Cells	DPYD
9.01E-179	0.181521383312259	0.304	0.121	2.96E-174	Goblet Cells	TRIM38
1.13E-151	0.181354574564312	0.548	0.321	3.7E-147	Goblet Cells	BPTF
1.33E-125	0.181147590381558	0.338	0.167	4.36E-121	Goblet Cells	VPS28
3.04E-236	0.180960777181562	0.12	0.011	9.99E-232	Goblet Cells	MMP1
7.05E-110	0.180173159186552	0.305	0.148	2.32E-105	Goblet Cells	ATP2C1
1.82E-102	0.180108720833472	0.235	0.101	5.99E-98	Goblet Cells	STAU2
2.61E-136	0.179963206554801	0.139	0.033	8.58E-132	Goblet Cells	SLC6A20
6.22E-147	0.179882189644604	0.322	0.145	2.04E-142	Goblet Cells	MKNK2
5.2E-95	0.179622285165213	0.158	0.053	1.71E-90	Goblet Cells	BDKRB2
8.67E-184	0.179604141375216	0.308	0.124	2.85E-179	Goblet Cells	EPHA2
6.31E-128	0.179533516865694	0.377	0.198	2.07E-123	Goblet Cells	DNAJC3
3.34E-140	0.17943096268029	0.362	0.178	1.1E-135	Goblet Cells	LRPAP1
2.31E-159	0.179102391510853	0.245	0.088	7.61E-155	Goblet Cells	NSF
6.79E-125	0.178928572743673	0.161	0.045	2.23E-120	Goblet Cells	TRIM68
4.06E-41	0.178646612417599	0.124	0.056	1.34E-36	Goblet Cells	SLC28A3
1.73E-140	0.178634021046974	0.23	0.082	5.68E-136	Goblet Cells	LSR
2.04E-131	0.178545162952791	0.245	0.096	6.71E-127	Goblet Cells	MRPS26
1.25E-166	0.178507682207023	0.406	0.201	4.1E-162	Goblet Cells	SLC25A6
1.43E-158	0.178418075737246	0.442	0.232	4.69E-154	Goblet Cells	STAT1
1.27E-103	0.178281146715935	0.279	0.132	4.17E-99	Goblet Cells	REXO2
2.3E-136	0.177732700382906	0.28	0.12	7.56E-132	Goblet Cells	PCDH1
6.69E-122	0.177493848432136	0.221	0.083	2.2E-117	Goblet Cells	CANT1
5.56E-104	0.177303340993688	0.211	0.084	1.83E-99	Goblet Cells	MAST2
5.39E-115	0.177270340472293	0.175	0.055	1.77E-110	Goblet Cells	TSKU
6.45E-142	0.1771140003122	0.465	0.256	2.12E-137	Goblet Cells	EWSR1
4.43E-130	0.177069609488393	0.342	0.165	1.46E-125	Goblet Cells	HERC2
5.9E-124	0.176784587793807	0.255	0.105	1.94E-119	Goblet Cells	STK25
2.84E-75	0.17661895076068	0.186	0.08	9.33E-71	Goblet Cells	SEMA3A
1.13E-130	0.17657841004755	0.328	0.159	3.72E-126	Goblet Cells	EIF4EBP2
7.84E-88	0.176443328057075	0.211	0.09	2.58E-83	Goblet Cells	ARID2
3.41E-195	0.176292615500145	0.558	0.315	1.12E-190	Goblet Cells	KRT8
2.19E-137	0.176283950005909	0.175	0.051	7.19E-133	Goblet Cells	RHBDD3
5.3E-131	0.176177357528591	0.36	0.182	1.74E-126	Goblet Cells	POMP
2.13E-119	0.176125339860817	0.172	0.052	7E-115	Goblet Cells	SYVN1
7.81E-126	0.17603465964062	0.399	0.212	2.57E-121	Goblet Cells	BAZ1A
1.29E-128	0.176033388715158	0.341	0.171	4.24E-124	Goblet Cells	ARF4
3.5E-141	0.175951220711682	0.357	0.178	1.15E-136	Goblet Cells	PSMC3
8.18E-104	0.175562477442061	0.302	0.147	2.69E-99	Goblet Cells	CTBP1
8.11E-232	0.175537459807354	0.281	0.091	2.67E-227	Goblet Cells	MYO1C
1.4E-81	0.175459030030712	0.204	0.088	4.62E-77	Goblet Cells	ASAP2
5.59E-179	0.175213835582209	0.329	0.139	1.84E-174	Goblet Cells	NSA2
3.72E-152	0.17511335969455	0.278	0.114	1.22E-147	Goblet Cells	NAXE
1.02E-104	0.175100921357689	0.143	0.039	3.36E-100	Goblet Cells	CHPF
7.61E-129	0.175060589449612	0.36	0.184	2.5E-124	Goblet Cells	RAB14
3.87E-94	0.174861654673892	0.198	0.081	1.27E-89	Goblet Cells	MIS18BP1
2.21E-157	0.174682748635629	0.344	0.155	7.28E-153	Goblet Cells	TSC2
8.64E-165	0.174543223764326	0.382	0.182	2.84E-160	Goblet Cells	NFIA
1.94E-95	0.174430413023859	0.274	0.132	6.38E-91	Goblet Cells	MED13L
1.27E-88	0.174361620995232	0.183	0.076	4.17E-84	Goblet Cells	IL33
4.71E-98	0.17434292860579	0.233	0.101	1.55E-93	Goblet Cells	INTS1
2.4E-157	0.173924792878224	0.335	0.154	7.9E-153	Goblet Cells	COX14
1.67E-112	0.173665955916163	0.191	0.069	5.48E-108	Goblet Cells	ME1
3.81E-133	0.173434838534623	0.11	0.018	1.25E-128	Goblet Cells	SNHG18
3.18E-180	0.173252993164692	0.171	0.04	1.04E-175	Goblet Cells	SLC40A1
7.22E-148	0.173229942330233	0.297	0.132	2.37E-143	Goblet Cells	PHB
1.7E-122	0.173193907951573	0.255	0.108	5.58E-118	Goblet Cells	PGRMC2
3.41E-137	0.172903897440804	0.183	0.056	1.12E-132	Goblet Cells	PREB
1.58E-131	0.172861257604805	0.32	0.15	5.21E-127	Goblet Cells	PARP9
4.29E-145	0.172856997128774	0.444	0.247	1.41E-140	Goblet Cells	ATP6V0E1
1.1E-110	0.172670522429916	0.229	0.093	3.62E-106	Goblet Cells	FAM50A
6.37E-64	0.172641225547055	0.157	0.065	2.09E-59	Goblet Cells	BCLAF3
1.27E-130	0.172498634700197	0.243	0.097	4.19E-126	Goblet Cells	PQBP1
2.44E-163	0.172455348309967	0.113	0.015	8.01E-159	Goblet Cells	NT5DC2
2.17E-96	0.172313712945497	0.309	0.16	7.12E-92	Goblet Cells	HTATSF1
3.06E-95	0.172271248183867	0.221	0.096	1.01E-90	Goblet Cells	SCAPER
9.98E-207	0.172133136822943	0.268	0.09	3.28E-202	Goblet Cells	LRRC8A
1.03E-136	0.171821437117371	0.31	0.144	3.38E-132	Goblet Cells	MLF2
7.86E-150	0.17177511698832	0.158	0.04	2.58E-145	Goblet Cells	CYP4F3
1.73E-100	0.171710001746266	0.252	0.114	5.69E-96	Goblet Cells	TRIO
2.26E-125	0.171667216645951	0.426	0.244	7.42E-121	Goblet Cells	LAPTM4A
7.81E-154	0.171648230705799	0.412	0.215	2.57E-149	Goblet Cells	NDUFA2
1.1E-157	0.171564601724922	0.57	0.339	3.62E-153	Goblet Cells	SCAF11
8.88E-142	0.171491804116181	0.177	0.052	2.92E-137	Goblet Cells	PPFIBP1
3.7E-126	0.171297837540755	0.302	0.139	1.22E-121	Goblet Cells	AP3B1
1.06E-138	0.171205834190263	0.35	0.172	3.48E-134	Goblet Cells	USP22
4.23E-101	0.171177123362618	0.119	0.032	1.39E-96	Goblet Cells	FERMT2
1.22E-60	0.17109948591029	0.189	0.089	4E-56	Goblet Cells	ZNF721
2.31E-145	0.171099430314723	0.267	0.109	7.61E-141	Goblet Cells	LSM7
1.36E-151	0.171083669494878	0.237	0.085	4.48E-147	Goblet Cells	C1orf21
1.72E-178	0.170924580922238	0.223	0.07	5.67E-174	Goblet Cells	NDRG1
4.89E-91	0.17085598259707	0.218	0.094	1.61E-86	Goblet Cells	LRCH4
1.26E-178	0.170778458405971	0.503	0.273	4.14E-174	Goblet Cells	ARHGAP5
2.35E-101	0.170726604691728	0.201	0.078	7.73E-97	Goblet Cells	TRABD
1.63E-138	0.170717322087982	0.27	0.112	5.34E-134	Goblet Cells	SVIP
9.07E-91	0.170683320802789	0.311	0.164	2.98E-86	Goblet Cells	DLG3
2.66E-137	0.170641919734201	0.214	0.075	8.74E-133	Goblet Cells	GTF2F2
8.68E-151	0.170537566961639	0.323	0.147	2.85E-146	Goblet Cells	NDUFA13
7.52E-125	0.170533183470603	0.147	0.038	2.47E-120	Goblet Cells	RHBDF1
7.39E-155	0.170521395810465	0.197	0.06	2.43E-150	Goblet Cells	ACP2
1.07E-147	0.170471475608977	0.435	0.23	3.52E-143	Goblet Cells	LCOR
5.68E-99	0.17046243511464	0.224	0.095	1.87E-94	Goblet Cells	MADD
1.37E-105	0.170420642918277	0.185	0.067	4.49E-101	Goblet Cells	PGM3
2.29E-196	0.170293639040985	0.196	0.05	7.54E-192	Goblet Cells	ANKRD9
3.24E-149	0.170203820776694	0.329	0.152	1.07E-144	Goblet Cells	CTSA
2.01E-91	0.170124024879249	0.145	0.046	6.59E-87	Goblet Cells	CREB3L4
7.12E-144	0.169942670618243	0.305	0.136	2.34E-139	Goblet Cells	MESD
9.4E-79	0.169645545024723	0.26	0.132	3.09E-74	Goblet Cells	ESCO1
1.26E-92	0.169220362964164	0.226	0.101	4.13E-88	Goblet Cells	PUM3
1.96E-124	0.169157162277957	0.176	0.054	6.44E-120	Goblet Cells	AMOTL2
5.56E-182	0.16915671160455	0.153	0.03	1.83E-177	Goblet Cells	NEK6
2.23E-89	0.169104992690828	0.146	0.047	7.32E-85	Goblet Cells	SEMA3F
3.21E-126	0.168895822646423	0.247	0.1	1.05E-121	Goblet Cells	CNP
5.96E-133	0.168888272960821	0.231	0.087	1.96E-128	Goblet Cells	TMEM147
3.34E-74	0.168850476234209	0.252	0.127	1.1E-69	Goblet Cells	MINDY2
9.61E-99	0.168842492213466	0.22	0.094	3.16E-94	Goblet Cells	KMT2B
3.77E-148	0.168775389411754	0.3	0.13	1.24E-143	Goblet Cells	MAT2A
8.7E-226	0.168734815466109	0.526	0.281	2.86E-221	Goblet Cells	RPL32
5.73E-163	0.168712802931201	0.477	0.26	1.88E-158	Goblet Cells	APP
1.12E-99	0.168393846479534	0.193	0.074	3.68E-95	Goblet Cells	SLC25A28
2.23E-87	0.168306002134931	0.228	0.102	7.32E-83	Goblet Cells	ACBD6
1.46E-66	0.168129815409688	0.123	0.042	4.79E-62	Goblet Cells	ADORA2B
2.41E-130	0.168056842134426	0.276	0.12	7.92E-126	Goblet Cells	MXD4
9.5E-121	0.167999760536382	0.286	0.13	3.12E-116	Goblet Cells	DDX27
7.67E-80	0.16780758372397	0.165	0.062	2.52E-75	Goblet Cells	SSH3
3.65E-173	0.167789873736317	0.405	0.204	1.2E-168	Goblet Cells	SEC63
5.06E-144	0.167521090061145	0.349	0.164	1.66E-139	Goblet Cells	SUPT6H
2.47E-146	0.167498622559616	0.498	0.285	8.11E-142	Goblet Cells	PRPF40A
1.6E-68	0.167390199907245	0.113	0.035	5.28E-64	Goblet Cells	NOXA1
1.07E-147	0.167375393314663	0.399	0.208	3.5E-143	Goblet Cells	RAB1A
1.1E-190	0.16731386190651	0.291	0.11	3.62E-186	Goblet Cells	LTBR
4.89E-124	0.16719121248431	0.263	0.113	1.61E-119	Goblet Cells	ERGIC2
7.39E-120	0.167110736324114	0.16	0.047	2.43E-115	Goblet Cells	PHLDA2
2.03E-76	0.167107502906424	0.155	0.059	6.67E-72	Goblet Cells	BMPR1B
3.66E-126	0.166902703507958	0.259	0.11	1.2E-121	Goblet Cells	IMP3
4.15E-138	0.166804379895752	0.162	0.042	1.36E-133	Goblet Cells	THEM6
5.38E-155	0.166704539082619	0.148	0.033	1.77E-150	Goblet Cells	PLA2G4A
3.6E-137	0.166518842388998	0.245	0.095	1.18E-132	Goblet Cells	NMT1
6.19E-120	0.166430217991009	0.14	0.036	2.04E-115	Goblet Cells	SERPING1
6.72E-196	0.16633272176652	0.354	0.157	2.21E-191	Goblet Cells	TMEM87A
4.38E-165	0.166265546325816	0.231	0.08	1.44E-160	Goblet Cells	CARD19
2.58E-122	0.166129370704014	0.342	0.172	8.5E-118	Goblet Cells	SIPA1L1
1.12E-149	0.166117483884748	0.339	0.157	3.69E-145	Goblet Cells	SWAP70
1.12E-134	0.165965785289471	0.178	0.054	3.68E-130	Goblet Cells	AGFG2
1.05E-93	0.165902213668136	0.165	0.06	3.46E-89	Goblet Cells	ZNF692
1.28E-145	0.165817542938269	0.29	0.124	4.2E-141	Goblet Cells	NAPA
7.87E-163	0.165680509721928	0.266	0.103	2.59E-158	Goblet Cells	MON1B
1.96E-112	0.165675213131661	0.312	0.154	6.46E-108	Goblet Cells	NCOA3
6.57E-116	0.165668378698367	0.197	0.071	2.16E-111	Goblet Cells	FAM83H
